,county,GISJOIN,highest_price,lowest_price,crash_amount
1020,Seminole County,G1302530,83370.0,61693.0,0.26000959577785776
1021,Gallatin County,G2100770,112696.0,99877.0,0.11374849151700149
1022,Franklin City,G5106200,150018.0,125509.0,0.16337372848591503
1023,Schoolcraft County,G2601530,75888.0,61398.0,0.1909392789373814
1024,Hamilton County,G1700650,48337.0,38775.0,0.19781947576390757
1025,Greenlee County,G0400110,70709.0,39493.0,0.44147138270941466
1026,Atkinson County,G1300030,63173.0,46946.0,0.25686606619916735
1027,Ballard County,G2100070,67574.0,63101.0,0.06619409832183976
1028,Doddridge County,G5400170,62821.0,47650.0,0.24149567819678133
1029,Searcy County,G0501290,52748.0,47183.0,0.10550163039356943
1030,Dallas County,G0500390,50635.0,40863.0,0.19298903920213292
1031,Lincoln County,G1301810,130034.0,102060.0,0.21512835104664935
1032,Trousdale County,G4701690,106861.0,96765.0,0.09447787312490057
1033,Lake County,G4700950,49414.0,43473.0,0.12022908487473186
1034,Randolph County,G1302430,43921.0,37879.0,0.13756517383483982
1035,Pendleton County,G5400710,86035.0,77137.0,0.10342302551287266
1036,Jefferson County,G3100950,65089.0,61496.0,0.05520133970409747
1037,Major County,G4000930,82270.0,67333.0,0.18156071471982496
1038,Grant County,G4100230,157792.0,104465.0,0.33795756438856217
1039,Wheeler County,G1303090,62946.0,50176.0,0.20287230324405045
1040,San Miguel County,G0801130,624334.0,515100.0,0.17496083826925973
1041,Woodruff County,G0501470,39452.0,34170.0,0.13388421372807463
1042,Nicholas County,G2101810,72211.0,68451.0,0.05206962928085749
1043,Treutlen County,G1302830,61072.0,49002.0,0.19763557767880535
1044,Talbot County,G1302630,103146.0,79050.0,0.2336106102030132
1045,Fulton County,G2100750,43826.0,33971.0,0.2248665175922968
1046,Calhoun County,G1300370,46115.0,36743.0,0.20323105280277567
1047,Shelby County,G2902050,77372.0,67687.0,0.12517448172465492
1048,Essex County,G5000090,110372.0,95626.0,0.13360272532888776
1049,Miller County,G1302010,81459.0,65908.0,0.19090585447894032
1050,Saguache County,G0801090,113021.0,101277.0,0.10390989285177091
1051,Stewart County,G1302590,41097.0,31077.0,0.24381341703773998
1052,Coal County,G4000290,66585.0,51450.0,0.22730344672223474
1053,Warren County,G1303010,65641.0,50445.0,0.23150165293033317
1054,Lincoln County,G0800730,91485.0,79845.0,0.12723397278242335
1055,Gilpin County,G0800470,248266.0,217844.0,0.12253792303416497
1056,Pickett County,G4701370,101390.0,90231.0,0.11006016372423316
1057,Schley County,G1302490,81835.0,64587.0,0.21076556485611292
1058,Hamilton County,G3600410,165512.0,153869.0,0.07034535260283242
1059,Grant County,G4000530,58813.0,47320.0,0.1954159794603234
1060,Ouray County,G0800910,359872.0,327829.0,0.08903999199715454
1061,Ellis County,G4000450,63221.0,49582.0,0.21573527783489663
1062,Echols County,G1301010,70523.0,53387.0,0.24298455822923018
1063,Webster County,G1303070,74038.0,55563.0,0.24953402306923472
1064,Quitman County,G1302390,68732.0,53288.0,0.2246988302391899
1065,Taliaferro County,G1302650,64067.0,50597.0,0.21024864594877238
